episode,return,return_moving_average,steps,physics_steps,termination_reason,terminated,truncated,duck_collision,other_collision,offroad,timeout,goal,stop_compliance,teacher_probability,teacher_step_ratio,epsilon
172,39.54605917228959,33.09611517931997,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.772,0.728,0.07130000000000003
173,22.237125959052264,32.73049344740716,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7688333333333334,0.768,0.06940000000000002
174,38.35776699583595,32.67844334129915,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7656666666666667,0.756,0.0675
175,40.305999642759815,33.02641116425632,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7625,0.776,0.06559999999999999
176,22.39543871473695,32.65727249718497,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7593333333333333,0.744,0.06370000000000003
177,39.38475056220854,33.03336940484463,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7561666666666667,0.768,0.06180000000000002
178,39.75108534657122,33.00394774176874,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.753,0.76,0.05990000000000001
179,15.7703200673943,32.494500836395474,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7498333333333334,0.756,0.057999999999999996
180,21.442405274597323,32.46985357222925,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7466666666666667,0.8,0.05609999999999998
181,40.859925721388215,32.487862928167964,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7435,0.752,0.054200000000000026
182,24.067326640314146,32.50930387665707,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7403333333333333,0.784,0.05230000000000001
183,23.410328884926574,32.17006560296065,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7371666666666667,0.712,0.0504
184,39.321758102384734,32.17942734083114,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.734,0.792,0.04849999999999999
185,20.264104314455082,31.79212364860294,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7308333333333333,0.696,0.046599999999999975
186,40.83624054652173,31.80487675212606,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7276666666666667,0.76,0.04470000000000002
187,39.74918786961481,32.11227514971829,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7245,0.72,0.04280000000000006
