episode,return,return_moving_average,steps,physics_steps,termination_reason,terminated,truncated,duck_collision,other_collision,offroad,timeout,goal,stop_compliance,teacher_probability,teacher_step_ratio,epsilon
146,12.232022119344288,-146.78904176139224,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
147,-187.1222779495872,-150.56127215271502,127,762,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
148,-202.93376605089247,-150.5208757012536,114,684,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
149,-213.6793010907699,-154.6600300481801,210,1260,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
150,-2.904973529792498,-150.82762356026183,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
151,-206.06354646152244,-151.03723249983656,203,1218,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
152,-197.7008100753204,-151.05449033114007,24,144,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
153,-204.46239821261682,-155.17166312827092,74,444,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
154,-200.64114652471088,-155.22477125217375,95,570,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
155,3.0827108651072606,-151.17871262476837,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
156,-218.62094895069836,-151.75915030561956,140,840,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
157,-209.3048257288751,-151.98783806524526,86,516,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
158,-199.04849926149552,-156.11445502640316,65,390,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
159,18.042067307934154,-151.93836228896072,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
160,-189.06087238727088,-151.7167268946803,197,1182,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
161,-203.52050392484378,-155.67129350608707,87,522,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
162,-200.75759515070547,-155.57781836607617,11,66,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
163,-199.78983489124687,-155.61307053922155,83,498,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
164,-196.74791198063684,-159.78234406708998,144,864,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
165,11.024941849236702,-155.55744449629384,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
166,-203.50573724095338,-155.60757896066067,11,66,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
167,-197.02089798958113,-159.74823556598454,48,288,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
168,10.71985455607466,-159.86220562157723,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
169,-214.3434624925495,-160.1021645600409,247,1482,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
170,-200.19810433665288,-164.22858374446142,173,1038,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
171,-207.99607739649778,-164.38630168828243,122,732,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
172,15.606842873508901,-160.16924992295048,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
173,13.856628738362168,-159.94387547938274,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
174,-210.12383437682067,-163.95455718246208,60,360,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
175,-7.674543140088309,-164.03755042420323,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
176,8.96979600077446,-159.6287330941028,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
177,-196.6265238026661,-159.5310973430129,182,1092,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
178,-202.86716162256445,-159.7082921030685,82,492,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
179,12.016767995237297,-155.4835803938912,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
180,-208.4500850445069,-155.77060153707106,127,762,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
181,-193.58139567839453,-155.60808211570048,136,816,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
182,-203.89418822777216,-155.7119318617264,112,672,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
183,-200.45808864095514,-155.7543799771956,15,90,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
184,-199.03127295531354,-155.73164075846194,232,1392,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
185,-8.063510741597126,-151.87131000285905,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
186,-198.889957628767,-151.8062273324602,46,276,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
187,10.001766533545169,-147.57594246498377,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
188,-3.0985334659595853,-143.6515740713517,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
189,-195.64921010142936,-143.52266576886262,118,708,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
190,-193.80133683276847,-143.6356767409424,246,1476,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
191,-201.90898059736344,-143.61426937485766,151,906,offroad,1,0,0,0,1,0,0,1.0,0.0,0.0,0.02
192,18.266426469066328,-139.06762095646323,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.0,0.0,0.02
