episode,return,return_moving_average,steps,physics_steps,termination_reason,terminated,truncated,duck_collision,other_collision,offroad,timeout,goal,stop_compliance,teacher_probability,teacher_step_ratio,epsilon
73,18.470418293603647,39.996506575516484,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.1414166666666667
74,68.09439863789444,40.01703033487468,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.140625
75,17.000566806134515,39.332318303559084,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13983333333333334
76,20.536031492002902,38.381656076933425,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13904166666666667
77,67.21945629206083,39.36876671694502,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13825
78,51.358565667179285,39.03211038362806,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13745833333333335
79,13.150961531154017,38.948298620765534,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.1366666666666667
80,19.183128644561794,38.968903705202585,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13587500000000002
81,18.088257076306498,38.01586323608008,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13508333333333333
82,51.35802040744746,37.700159238592,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.1342916666666667
83,51.18082740564566,38.403149487559105,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.1335
84,18.063919964249372,37.410438514070194,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13270833333333334
85,17.033992501183434,36.44299616513478,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13191666666666668
86,20.439476680236513,36.48138260082523,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13112500000000002
87,65.03861766787908,36.40113541480648,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.13033333333333336
88,66.08826276060843,37.48031038853987,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12954166666666667
89,65.55547028507318,38.564488684378624,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12875
90,66.39702071692273,38.53056404587886,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12795833333333334
91,20.511203350051737,38.564470337887165,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12716666666666668
92,65.7576960845922,39.72513165461583,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12637500000000002
93,15.625357580860713,38.686499339008726,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12558333333333332
94,67.55461925175982,38.742503763197995,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12479166666666668
95,50.12524450569734,38.389055247789635,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.124
96,51.37419845490606,38.12201314696788,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12320833333333334
97,18.999798657295326,38.223972405950555,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12241666666666667
98,14.24723051260127,37.19071036738323,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12162500000000001
99,66.98172277114807,38.17015223581509,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12083333333333333
100,64.66179327199892,39.138328439092646,250,1500,timeout,0,1,0,0,0,1,0,1.0,1.0,1.0,0.12004166666666667
101,14.510382770219215,39.08796646931107,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.995,0.992,0.11925000000000001
102,65.54930034212225,40.06405018758774,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.99,0.992,0.11845833333333335
103,65.28018005288871,40.061521060074824,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.985,0.984,0.11766666666666667
104,65.95324496724334,41.11060835216013,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.98,0.98,0.116875
105,69.8244523456323,41.172808515305206,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.975,0.968,0.11608333333333334
106,17.84203554215395,40.148210876949065,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.97,0.976,0.11529166666666667
107,18.928414271889697,40.16963685826702,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.965,0.952,0.1145
108,16.045082172178965,39.53190509346208,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.96,0.964,0.11370833333333334
109,17.662484435048658,39.53156818832731,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.955,0.964,0.11291666666666668
110,66.49083988995127,39.52630974157986,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.95,0.96,0.112125
111,65.68144404821803,39.55662576186244,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.945,0.944,0.11133333333333334
112,68.469182992899,40.55524533260571,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.94,0.908,0.11054166666666668
113,10.775170431229565,40.729150330377735,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.935,0.948,0.10975000000000001
114,17.685577322105832,40.727999073894054,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.9299999999999999,0.956,0.10895833333333334
115,20.32222463867931,40.835340040311166,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.925,0.924,0.10816666666666667
116,17.295774311180207,40.84091814484981,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.92,0.948,0.10737500000000001
117,67.02711785381184,41.15213862595831,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.915,0.912,0.10658333333333335
118,5.61815366501691,40.934138631711164,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.91,0.924,0.10579166666666667
119,63.816756489983476,40.89350548590881,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.905,0.904,0.10500000000000001
120,69.87138136980491,40.97320004820722,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.9,0.92,0.10420833333333335
121,65.08322640285652,42.12901497611067,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.895,0.92,0.10341666666666668
122,16.824313202335905,41.133059935770106,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.89,0.888,0.10262500000000002
123,63.83003687158218,42.04025230732967,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.885,0.9,0.10183333333333333
124,17.229963454029924,41.02296360365238,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.88,0.896,0.10104166666666667
125,49.384483212689666,41.670641931783486,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.875,0.888,0.10025
126,65.8878841070273,42.57767898408397,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.87,0.88,0.09945833333333334
127,12.639123993575772,41.48607233811427,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.865,0.88,0.09866666666666668
128,48.9753290177883,41.43840760512646,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.86,0.844,0.09787500000000002
129,49.38959376312756,42.16318024976593,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.855,0.852,0.09708333333333335
130,17.81388816478723,42.13579544017044,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.85,0.868,0.09629166666666669
131,64.24887756093362,43.05900784986298,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.845,0.812,0.0955
132,50.58361881620582,43.04351981803814,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.84,0.832,0.09470833333333334
133,20.866462730604187,42.437232524537315,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.835,0.82,0.09391666666666668
134,14.48895664497152,42.36573325815175,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.83,0.824,0.09312500000000001
135,67.51819606363098,43.375417329400705,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.825,0.82,0.09233333333333335
136,16.73615386025619,43.30135087300109,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.8200000000000001,0.828,0.09154166666666669
137,2.832671010636512,42.057231939856244,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.815,0.812,0.09075000000000003
138,52.60383120543081,41.78754330875268,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.81,0.808,0.08995833333333333
139,17.46702925609139,40.82577448817305,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.8049999999999999,0.812,0.08916666666666667
140,49.647332717307435,40.490780728180745,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.8,0.808,0.08837500000000001
141,66.92319020798809,41.41902046533947,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.795,0.768,0.08758333333333335
142,-226.97411695447894,35.564384204558046,67,402,offroad,1,0,0,0,1,0,0,1.0,0.79,0.746268656716418,0.08737116666666668
143,19.159710489979936,35.63507126274043,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.785,0.796,0.08657950000000002
144,17.41718829789415,34.63232264366313,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.78,0.772,0.08578783333333335
145,4.3640105939651805,33.71709796542848,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.775,0.732,0.08499616666666669
146,65.83502518038209,34.006314499938,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.77,0.768,0.0842045
147,19.054752546873612,34.007413577729565,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.765,0.732,0.08341283333333334
148,65.23865424874383,35.02724205245242,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.76,0.812,0.08262116666666668
149,65.51042867667223,34.997816170562906,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.755,0.732,0.08182950000000001
150,11.275718040703113,33.930094665936984,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.75,0.732,0.08103783333333335
151,66.10649943428334,34.962016999218264,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.745,0.716,0.08024616666666669
152,14.166876747240748,33.934368527320636,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.74,0.756,0.07945450000000001
153,18.57291227954729,33.00022317185381,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.735,0.688,0.07866283333333333
154,51.486487491764315,32.710888022344236,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.73,0.752,0.07787116666666667
155,15.435452761257583,31.62310803065674,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.725,0.724,0.07707950000000001
156,63.70259707118288,32.54031926123732,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.72,0.704,0.07628783333333335
157,49.21146359317563,33.14598024766304,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7150000000000001,0.688,0.07549616666666668
158,20.55933447384428,33.23626529369635,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.71,0.784,0.07470450000000001
159,50.46296985483076,33.89227500209199,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7050000000000001,0.712,0.07391283333333334
160,15.981938717087562,32.88209697863471,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.7,0.672,0.07312116666666668
161,19.255302375679676,31.953574145183957,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6950000000000001,0.652,0.07232949999999999
162,66.10598712271353,31.906310227780246,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.69,0.712,0.07153783333333333
163,18.870098120354665,32.068208781562745,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.685,0.656,0.07074616666666667
164,65.00303068530181,33.01455784882667,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6799999999999999,0.648,0.0699545
165,64.1601648878118,33.89131665380932,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.675,0.672,0.06916283333333334
166,49.14294212231899,34.52826001003209,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6699999999999999,0.66,0.06837116666666668
167,18.227828778557047,33.552274228527,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.665,0.64,0.06757950000000001
168,51.09442505174282,34.46179965626151,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6599999999999999,0.636,0.06678783333333332
169,18.850054235041206,33.56246561116267,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.655,0.652,0.06599616666666666
170,66.46169856636838,33.494271955093936,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.65,0.616,0.0652045
171,66.98308098778463,33.5322690467925,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.645,0.636,0.06441283333333334
172,64.95879087801305,34.49495860030604,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.64,0.664,0.06362116666666667
173,17.727026934245504,33.57289840155931,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.635,0.596,0.06282950000000001
174,13.415541355104118,33.49660995958078,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.63,0.64,0.06203783333333335
175,68.60857248990145,33.88109174512502,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.625,0.568,0.061246166666666685
176,51.73321386094616,33.5979983402034,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.62,0.612,0.060454499999999994
177,65.31049600685535,34.65142578046899,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.615,0.564,0.05966283333333333
178,67.47447944002111,35.02140878891364,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.61,0.64,0.05887116666666667
179,68.63316398246717,35.40628019330043,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.605,0.568,0.058079500000000006
180,65.9489637523527,36.368981705051745,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.6,0.532,0.05728783333333334
181,18.06479230157385,35.445299999864545,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.595,0.58,0.05649616666666668
182,67.0546731502131,35.774721086544695,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.5900000000000001,0.6,0.05570450000000002
183,65.18073234426132,36.66100647881783,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.585,0.608,0.05491283333333333
184,17.91059756028524,36.7294392971241,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.5800000000000001,0.548,0.054121166666666665
185,64.3827396432847,36.66673016871718,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.575,0.528,0.0533295
186,65.62528107823462,37.64451271307675,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.5700000000000001,0.5,0.05253783333333334
187,13.727060705140211,37.86240050696682,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.565,0.608,0.051746166666666676
188,68.50247951234853,38.18037347310518,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.56,0.548,0.050954500000000014
189,64.982202248237,39.130676932948084,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.5549999999999999,0.56,0.05016283333333335
190,66.28379725656457,39.46340622373323,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.55,0.56,0.04937116666666669
191,11.290602010938319,38.350754459792235,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.5449999999999999,0.6,0.0485795
192,16.94169290427439,43.22907065696731,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.54,0.536,0.047787833333333335
193,64.95591504349721,44.144994748037654,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.5349999999999999,0.54,0.04699616666666667
194,52.77458098873472,44.85214260185447,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.53,0.508,0.04620450000000001
195,18.51598980141421,45.13518218600345,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.525,0.54,0.04541283333333335
196,65.83616897503235,45.13520506189644,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.52,0.544,0.044621166666666684
197,66.53003900540446,46.08471079106707,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.515,0.556,0.04382950000000002
198,13.752384487376736,45.05498539583972,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.51,0.536,0.04303783333333333
199,64.94755383336019,45.043727898973486,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.505,0.552,0.04224616666666667
200,62.93665026043902,46.076946543368194,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.5,0.488,0.041454500000000005
201,52.212336562285344,45.799063285928234,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.495,0.48,0.04066283333333334
202,66.84007905002927,46.85252733198399,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.49,0.536,0.03987116666666668
203,69.309088369437,47.86725085378179,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.485,0.556,0.03907950000000002
204,63.10755302979564,48.099672164542426,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.48,0.44,0.038287833333333354
205,48.740608307979706,48.76577527547686,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.475,0.532,0.03749616666666669
206,15.301865737465514,47.79776064880252,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.47,0.476,0.0367045
207,17.066281254220566,47.15485700202342,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.46499999999999997,0.46,0.03591283333333334
208,15.438594534615115,47.05244220323883,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.45999999999999996,0.504,0.035121166666666676
209,16.24874119218687,46.36815762998597,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.45499999999999996,0.448,0.03432950000000001
210,14.388876654783925,46.3362963887399,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.44999999999999996,0.428,0.03353783333333335
211,20.930315304543736,46.36979664731719,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.44499999999999995,0.472,0.03274616666666669
212,-196.9502067286719,41.108672770289466,236,1416,offroad,1,0,0,0,1,0,0,1.0,0.43999999999999995,0.4364406779661017,0.03199883333333334
213,51.36110101231555,41.758492828128695,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.43500000000000005,0.452,0.031207166666666675
214,52.855133533530164,41.51553488509326,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.43000000000000005,0.472,0.030415500000000012
215,14.461595785549791,40.52156350304802,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.42500000000000004,0.448,0.02962383333333332
216,66.0921293938671,40.860547248478966,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.42000000000000004,0.392,0.02883216666666666
217,67.96235084862361,41.8552376898803,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.41500000000000004,0.4,0.028040499999999996
218,10.136142830468891,41.03607204545482,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.41000000000000003,0.412,0.027248833333333333
219,14.82384920197177,40.95554794479344,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.405,0.372,0.02645716666666667
220,8.782437595901218,39.801962725384094,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.4,0.364,0.025665500000000008
221,68.84405841083448,39.83918227384508,250,1500,timeout,0,1,0,0,0,1,0,1.0,0.395,0.392,0.024873833333333345
